区域,地段,小区,空间,面积,朝向,装修,楼层,建成时间,单价每平,总价
渝北,礼嘉,龙湖两江新宸乐蜀,2室1厅,77.78平米,南,毛坯,35层,2013年建,"13,757元/平",107.0
渝北,龙溪,鼎祥风华美锦,1室1厅,53.64平米,南,精装,中楼层(共32层),2009年建,"15,194元/平",81.5
渝北,人和,棕榈泉四期,3室2厅,178.99平米,西北,精装,中楼层(共32层),2013年建,"17,208元/平",308.0
渝北,松树桥,百康年拿铁城,2室1厅,59.25平米,东北,简装,中楼层(共32层),2006年建,"14,684元/平",87.0
渝北,龙头寺,星城汇,3室2厅,100.72平米,北,毛坯,中楼层(共33层),2015年建,"19,460元/平",196.0
渝北,汽博中心,奥林匹克花园十五期,1室1厅,56.53平米,西南,精装,高楼层(共16层),2013年建,"18,044元/平",102.0
渝北,龙头寺,仁安龙城国际二期,3室2厅,97.24平米,南,精装,高楼层(共22层),2014年建,"16,660元/平",162.0
渝北,照母山,协信星都会,2室2厅,62.88平米,南,精装,33层,2014年建,"18,289元/平",115.0
渝北,照母山,融创凡尔赛领馆Ⅰ,2室1厅,76.21平米,东,精装,中楼层(共33层),2014年建,"17,059元/平",130.0
渝北,汽博中心,奥林匹克花园新亚洲,3室2厅,104.58平米,东南,精装,18层,2008年建,"14,630元/平",153.0
渝北,龙溪,长安锦绣城,2室1厅,63.74平米,西南,精装,中楼层(共33层),2015年建,"18,199元/平",116.0
渝北,照母山,万科城,3室2厅,110.18平米,东南,精装,26层,2014年建,"15,248元/平",168.0
渝北,汽博中心,枫桥水郡,3室2厅,115.52平米,东,简装,低楼层(共18层),2004年建,"8,484元/平",98.0
渝北,回兴,金鹏两江时光,2室2厅,75.19平米,西南,精装,中楼层(共28层),2012年建,"12,768元/平",96.0
渝北,龙头寺,上品拾陆,3室2厅,99.47平米,西南,精装,36层,2015年建,"14,377元/平",143.0
渝北,龙头寺,保利香槟花园F组团,4室2厅,163.76平米,南,精装,29层,2008年建,"13,557元/平",222.0
渝北,松树桥,依云雅筑,2室1厅,66.7平米,东北,精装,低楼层(共30层),2010年建,"15,480元/平",103.25
渝北,新牌坊,香山花园,3室2厅,122.21平米,南,精装,高楼层(共24层),2004年建,"10,638元/平",130.0
渝北,汽博中心,建工锦绣华城,3室2厅,90.4平米,南,精装,中楼层(共33层),2013年建,"14,492元/平",131.0
南岸,茶园新区,融创江南融府,4室1厅,127.82平米,东南,毛坯,高楼层(共8层),2018年建,"13,660元/平",174.6
南岸,南坪,怡丰海韵豪苑,3室1厅,119平米,南,精装,31层,2004年建,"10,337元/平",123.0
南岸,南坪,渝南佳苑,2室1厅,67.67平米,东南,精装,19层,2002年建,"12,266元/平",83.0
南岸,茶园新区,中铁北美时光,4室2厅,120.15平米,南,精装,低楼层(共12层),2015年建,"14,815元/平",178.0
南岸,茶园新区,时代都汇E组团,3室1厅,109.48平米,南,精装,25层,2018年建,"14,158元/平",155.0
南岸,弹子石,龙湖郦江,4室2厅,135.75平米,东南,毛坯,33层,2008年建,"13,776元/平",187.0
南岸,南滨路,阳光华庭,3室1厅,128.36平米,东 东南,简装,29层,2004年建,"10,596元/平",136.0
南岸,弹子石,东海长洲,3室1厅,106.04平米,东南,精装,33层,2008年建,"14,052元/平",149.0
南岸,弹子石,蓝光COCO时代一期,3室2厅,51平米,西,精装,31层,2013年建,"17,648元/平",90.0
南岸,弹子石,东海长洲,3室2厅,44.63平米,东南,精装,20层,2008年建,"18,150元/平",81.0
南岸,弹子石,莫比时代,3室1厅,68.84平米,东,精装,33层,2009年建,"13,946元/平",96.0
南岸,四公里,绿洲龙城,3室2厅,127.57平米,东南,精装,11层,2004年建,"10,646元/平",135.8
南岸,四公里,金阳罗马假日,3室2厅,90.23平米,东 东南,精装,34层,2007年建,"13,522元/平",122.0
南岸,茶园新区,同景国际P组团,3室2厅,63.15平米,东,精装,14层,2012年建,"11,085元/平",70.0
南岸,茶园新区,融创伊顿濠庭,2室2厅,38.21平米,东南 南,毛坯,11层,2016年建,"9,946元/平",38.0
南岸,融侨半岛,融侨城江云渡,4室2厅,200.56平米,西南,精装,11层,2012年建,"15,457元/平",310.0
南岸,茶园新区,融创剑桥郡一期,2室1厅,58.02平米,南,精装,33层,2015年建,"13,789元/平",80.0
南岸,弹子石,盘龙花园,2室1厅,84.73平米,东南,精装,高楼层(共17层),2008年建,"10,859元/平",92.0
南岸,茶园新区,融创铂爵郡,3室2厅,91.26平米,南,精装,33层,2018年建,"13,698元/平",125.0
南岸,丹龙路,东原亲亲里,3室2厅,98.33平米,北,精装,34层,2012年建,"14,737元/平",144.9
南岸,弹子石,蓝光COCO时代一期,3室2厅,67.42平米,东,精装,31层,2013年建,"18,541元/平",125.0
南岸,茶园新区,长桥左岸,5室1厅,193.74平米,东南,精装,12层,2014年建,"12,233元/平",237.0
南岸,南坪,天龙城市花园三期,1室1厅,54.29平米,南,简装,低楼层(共33层),2007年建,"10,942元/平",59.4
南岸,茶园新区,金科中央御院三期,3室2厅,83.85平米,南,精装,26层,2016年建,"14,073元/平",118.0
南岸,南滨路,和泓南山道一期,3室2厅,97.31平米,东南 南,精装,33层,2011年建,"13,822元/平",134.5
南岸,茶园新区,长盛花园,2室1厅,89.38平米,南,精装,6层,2010年建,"9,958元/平",89.0
南岸,南坪,康德国会山,2室1厅,62.04平米,南,简装,32层,2008年建,"14,991元/平",93.0
南岸,丹龙路,芸峰天梭派,2室1厅,76.28平米,南,精装,33层,2011年建,"14,421元/平",110.0
南岸,南滨路,和泓南山道一期,2室1厅,58.22平米,西 东,精装,33层,2011年建,"14,085元/平",82.0
南岸,南滨路,上新山水,3室1厅,123平米,西,简装,22层,2007年建,"9,350元/平",115.0
南岸,茶园新区,鲁能领秀城骏峰,3室2厅,81.56平米,东南,精装,21层,2017年建,"14,959元/平",122.0
南岸,四公里,东海金港湾,4室2厅,119.26平米,南,精装,18层,2002年建,"9,962元/平",118.8
南岸,六公里,雅居乐国际花园,4室2厅,140.68平米,东南,精装,32层,2014年建,"17,046元/平",239.8
南岸,南坪,亚太商谷,1室0厅,28.65平米,南,简装,30层,2008年建,"11,170元/平",32.0
南岸,南滨路,聚丰江山里,3室1厅,100平米,西北,简装,28层,2008年建,"10,000元/平",100.0
南岸,茶园新区,融创伊顿濠庭,3室1厅,88.16平米,东南,其他,26层,2014年建,"14,179元/平",125.0
南岸,南坪,新华苑（南岸）,2室1厅,90.5平米,东,精装,13层,2002年建,"7,735元/平",70.0
南岸,丹龙路,东原亲亲里,2室2厅,66.64平米,北 东北,精装,33层,2012年建,"14,406元/平",96.0
南岸,融侨半岛,龙湖观山水,3室2厅,97.25平米,东南,精装,29层,2007年建,"14,602元/平",142.0
南岸,六公里,美堤雅城B区,2室1厅,87.16平米,南,精装,17层,2005年建,"11,129元/平",97.0
南岸,南滨路,聚丰江山里,3室2厅,125.71平米,南,精装,20层,2008年建,"9,944元/平",125.0
南岸,丹龙路,骏逸第一江岸,2室1厅,86.77平米,西南,精装,18层,2011年建,"13,830元/平",120.0
南岸,六公里,山千院东苑,2室2厅,81.79平米,东南,毛坯,中楼层(共34层),2012年建,"11,616元/平",95.0
南岸,南滨路,长嘉汇四期,4室2厅,115平米,西北,毛坯,30层,2016年建,"24,783元/平",285.0
南岸,六公里,雅居乐国际花园,3室2厅,126.26平米,南 北,毛坯,7层,2013年建,"18,217元/平",230.0
南岸,茶园新区,金科世界城高层区（南岸）,3室1厅,74.11平米,东南,简装,26层,2014年建,"14,843元/平",110.0
南岸,茶园新区,同景国际城W组团,3室1厅,53.92平米,南,精装,18层,2014年建,"15,765元/平",85.0
南岸,南滨路,聚丰江山天下,3室2厅,106.02平米,南,毛坯,33层,2012年建,"13,583元/平",144.0
南岸,融侨半岛,融侨城江云渡,3室1厅,124.94平米,南,毛坯,11层,2012年建,"15,608元/平",195.0
南岸,茶园新区,同景国际城I组团,5室2厅,134.27平米,南,毛坯,6层,2011年建,"9,608元/平",129.0
南岸,六公里,万友七季城A区,3室2厅,84.13平米,北,精装,31层,2009年建,"13,789元/平",116.0
南岸,茶园新区,金科中央御院二期,3室2厅,86.51平米,南 东北,精装,高楼层(共18层),2016年建,"13,409元/平",116.0
南岸,四公里,鑫茂源e时代,2室2厅,77.87平米,东,简装,31层,2009年建,"10,274元/平",80.0
南岸,茶园新区,金科中央御院二期,2室1厅,71平米,南 北,精装,高楼层(共13层),2016年建,"12,395元/平",88.0
南岸,茶园新区,时代都汇D组团,3室2厅,109.96平米,东南,精装,22层,2018年建,"12,732元/平",140.0
南岸,茶园新区,江南小区,3室2厅,127.51平米,南,精装,6层,2009年建,"10,588元/平",135.0
南岸,茶园新区,法蓝西莊邸枫丹里,3室2厅,80.92平米,南,精装,8层,2015年建,"14,336元/平",116.0
南岸,四公里,溯源居,4室2厅,143.56平米,南,简装,4层,2004年建,"12,539元/平",180.0
南岸,弹子石,莫比时代,2室1厅,72.73平米,东南,简装,33层,2010年建,"12,100元/平",88.0
南岸,弹子石,东海星洲,3室2厅,45.9平米,东南,简装,18层,2008年建,"18,519元/平",85.0
南岸,四公里,回龙湾,3室2厅,89.08平米,东南,精装,7层,2005年建,"13,449元/平",119.8
南岸,茶园新区,金科世界城洋房区（南岸）,3室2厅,124.24平米,东南,精装,6层,2014年建,"14,408元/平",179.0
南岸,弹子石,国际社区官邸三组团,3室1厅,119.22平米,东南,精装,33层,2009年建,"14,931元/平",178.0
南岸,弹子石,蓝光COCO时代一期,3室2厅,73.97平米,南,精装,32层,2013年建,"17,846元/平",132.0
南岸,弹子石,阅江阁,3室2厅,98.17平米,西,毛坯,33层,2016年建,"17,114元/平",168.0
南岸,茶园新区,荣盛华府御珑,4室2厅,115.01平米,南 北,毛坯,中楼层(共8层),2017年建,"15,477元/平",178.0
南岸,南坪,康德国会山,3室1厅,105.12平米,东南,简装,31层,2008年建,"12,843元/平",135.0
南岸,南坪,协信城,3室1厅,103.69平米,北,简装,32层,2012年建,"15,817元/平",164.0
南岸,六公里,万友康苑,3室1厅,84.19平米,南,精装,28层,2011年建,"12,591元/平",106.0
南岸,四公里,巨成龙湾,2室1厅,89.84平米,南,简装,34层,2009年建,"12,578元/平",113.0
南岸,茶园新区,同景国际城香溪美岸,3室2厅,88.57平米,东 东南,精装,31层,2014年建,"13,527元/平",119.8
南岸,四公里,溯源阁,3室2厅,131.82平米,西南,精装,32层,2004年建,"11,304元/平",149.0
南岸,茶园新区,时代都汇D组团,3室2厅,106.8平米,东南,精装,26层,2018年建,"12,809元/平",136.8
南岸,茶园新区,时代都汇A组团,3室2厅,104.01平米,西南,毛坯,24层,2014年建,"13,845元/平",144.0
南岸,南滨路,阳光100国际新城,2室1厅,105.37平米,东南,精装,27层,2007年建,"14,236元/平",150.0
南岸,茶园新区,融创剑桥郡一期,3室2厅,87.33平米,南,毛坯,33层,2015年建,"11,680元/平",102.0
南岸,茶园新区,金科世界城高层区（南岸）,3室2厅,108.86平米,南,精装,30层,2012年建,"14,239元/平",155.0
南岸,南滨路,阳光100国际新城,2室1厅,99.6平米,南,毛坯,29层,2007年建,"11,848元/平",118.0
南岸,南滨路,阳光100国际新城,3室1厅,153.33平米,西,精装,37层,2007年建,"19,566元/平",300.0
南岸,弹子石,东海长洲,3室2厅,44.93平米,东南,简装,20层,2008年建,"17,583元/平",79.0
南岸,丹龙路,江山多娇,3室1厅,129.89平米,西南,精装,16层,2002年建,"9,855元/平",128.0
南岸,弹子石,海悦府,3室2厅,97.47平米,东南,精装,32层,2013年建,"17,339元/平",169.0
南岸,融侨半岛,龙湖观山水,3室1厅,121.76平米,南,精装,32层,2008年建,"12,320元/平",150.0
南岸,弹子石,龙湖郦江,2室1厅,89.28平米,东南,精装,26层,2008年建,"15,794元/平",141.0
南岸,茶园新区,同景国际城香溪美岸,3室2厅,118.91平米,南,毛坯,29层,2014年建,"11,101元/平",132.0
南岸,融侨半岛,融侨城江云渡,5室2厅,213.9平米,南,毛坯,11层,2012年建,"12,834元/平",274.5
南岸,茶园新区,法蓝西莊邸枫丹里,2室1厅,67.08平米,东,精装,9层,2015年建,"16,548元/平",111.0
南岸,弹子石,蓝光COCO时代三期,3室2厅,78.8平米,东南,精装,29层,2015年建,"16,841元/平",132.7
南岸,弹子石,国际社区观园一期,3室1厅,78.16平米,北,精装,33层,2010年建,"15,226元/平",119.0
南岸,南滨路,南滨特区,4室1厅,224.75平米,北,毛坯,30层,2018年建,"16,330元/平",367.0
南岸,四公里,江南国际新城,3室2厅,113平米,西南,精装,32层,2005年建,"12,213元/平",138.0
南岸,弹子石,东海星洲,3室2厅,85.95平米,南,精装,34层,2008年建,"12,566元/平",108.0
南岸,弹子石,紫金一品,3室2厅,117.19平米,西南,毛坯,32层,2018年建,"16,111元/平",188.8
南岸,茶园新区,凤华康城A区,3室1厅,108.73平米,南,精装,18层,2016年建,"10,255元/平",111.5
南岸,南滨路,和记黄埔珊瑚水岸二期,3室2厅,130.4平米,北,精装,14层,2013年建,"16,143元/平",210.5
南岸,茶园新区,同景国际城W组团,3室1厅,47.85平米,南,精装,高楼层(共14层),2014年建,"15,883元/平",76.0
南岸,弹子石,国际社区观园一期,2室1厅,74.99平米,西 北,精装,33层,2010年建,"16,269元/平",122.0
南岸,弹子石,香雨蓝苑,3室1厅,85.69平米,南,精装,26层,2015年建,"16,572元/平",142.0
南岸,四公里,巨成龙湾,3室2厅,88.88平米,南,精装,34层,2009年建,"13,952元/平",124.0
南岸,四公里,鑫茂源e时代,2室2厅,49.23平米,东南,精装,27层,2009年建,"13,001元/平",64.0
南岸,六公里,山千院西苑,1室1厅,50.69平米,南,简装,26层,2012年建,"13,810元/平",70.0
南岸,南坪,云天锦绣前程,2室1厅,69平米,东 东南,精装,23层,2010年建,"12,754元/平",88.0
南岸,南坪,渝南佳苑,2室1厅,67.67平米,北,精装,19层,2002年建,"12,857元/平",87.0
南岸,南坪,亚太商谷,1室1厅,38.43平米,南,精装,29层,2008年建,"13,740元/平",52.8
南岸,南坪,上海城（南岸）,2室2厅,89.29平米,东南,简装,33层,2008年建,"17,360元/平",155.0
南岸,弹子石,东海长洲,2室2厅,76.05平米,南,精装,28层,2008年建,"13,018元/平",99.0
南岸,六公里,融侨苹果城,3室2厅,84.8平米,东南,精装,29层,2008年建,"12,854元/平",109.0
南岸,六公里,渝能国际,3室1厅,98.2平米,南,精装,33层,2007年建,"12,730元/平",125.0
南岸,四公里,城南新居,2室1厅,69.18平米,东南,精装,18层,2007年建,"10,842元/平",75.0
南岸,六公里,万友七季城B区,2室1厅,57.37平米,南,精装,34层,2011年建,"14,817元/平",85.0
南岸,茶园新区,融创铂爵郡,3室1厅,90.88平米,西,毛坯,33层,2018年建,"12,985元/平",118.0
南岸,茶园新区,万国城68号,3室2厅,97.37平米,南,精装,7层,2018年建,"17,254元/平",168.0
南岸,茶园新区,长河湾,3室2厅,80.77平米,东,精装,33层,2014年建,"11,118元/平",89.8
南岸,茶园新区,中铁北美时光,3室1厅,83.81平米,南,精装,高楼层(共17层),2014年建,"13,364元/平",112.0
南岸,茶园新区,同景国际城W组团,3室2厅,51.73平米,东,精装,18层,2012年建,"16,045元/平",83.0
南岸,南坪,古楼四村,1室1厅,51.21平米,南,简装,8层,1999年建,"7,782元/平",39.85
南岸,南坪,亚太商谷,1室0厅,28.65平米,东,简装,30层,2008年建,"12,217元/平",35.0
南岸,七公里,保利观塘,2室1厅,72.94平米,南,精装,32层,2016年建,"18,372元/平",134.0
南岸,弹子石,莫比时代,1室1厅,51.29平米,西南,精装,32层,2009年建,"14,038元/平",72.0
南岸,四公里,巨成龙湾,3室2厅,108.7平米,南,精装,34层,2009年建,"12,512元/平",136.0
南岸,融侨半岛,融侨半岛云满庭D区,2室2厅,89.62平米,南,简装,33层,2006年建,"11,493元/平",103.0
南岸,茶园新区,银翔翡翠谷B区,2室1厅,69.13平米,南,精装,27层,2017年建,"14,177元/平",98.0
南岸,四公里,新民小区,1室1厅,43.74平米,南,简装,7层,2000年建,"8,345元/平",36.5
南岸,丹龙路,城市江山,4室2厅,157.77平米,南,精装,17层,2005年建,"9,888元/平",156.0
南岸,八公里,保利林语溪,3室2厅,105.16平米,南,毛坯,中楼层(共18层),2015年建,"12,933元/平",136.0
南岸,融侨半岛,龙湖观山水,3室2厅,124.98平米,西 西北,精装,18层,2007年建,"13,043元/平",163.0
南岸,丹龙路,骏逸第一江岸,2室1厅,86.8平米,东北,精装,18层,2011年建,"11,521元/平",100.0
南岸,六公里,美堤雅城B区,2室1厅,95.5平米,西南,精装,18层,2005年建,"11,414元/平",109.0
南岸,茶园新区,银翔翡翠谷B区,2室2厅,69.14平米,东南 南,精装,27层,2014年建,"13,307元/平",92.0
南岸,四公里,华城国际,2室1厅,72.17平米,南,精装,33层,2011年建,"12,471元/平",90.0
南岸,茶园新区,融创伊顿濠庭,2室1厅,38.89平米,南,精装,11层,2016年建,"11,572元/平",45.0
南岸,弹子石,蓝光COCO时代三期,3室1厅,51.24平米,南,毛坯,28层,2015年建,"17,955元/平",92.0
南岸,南坪,智汇江南,2室1厅,66.48平米,东北,精装,34层,2012年建,"13,238元/平",88.0
南岸,南坪,骑龙山庄(南岸),3室2厅,128.77平米,南,毛坯,12层,2004年建,"10,717元/平",138.0
南岸,南坪,东原锦悦,1室1厅,43.24平米,东 东南,精装,35层,2011年建,"18,271元/平",79.0
南岸,南滨路,和泓南山道一期,3室1厅,91.27平米,东,精装,33层,2011年建,"14,463元/平",132.0
南岸,南坪,和记黄埔御峰,3室2厅,107平米,南 北,毛坯,中楼层(共34层),2017年建,"14,019元/平",150.0
南岸,弹子石,雅云苑,2室1厅,55.83平米,南,精装,18层,2006年建,"14,688元/平",82.0
南岸,南滨路,阳光100国际新城,3室2厅,136.23平米,西北,毛坯,32层,2009年建,"11,378元/平",155.0
南岸,六公里,万友七季城B区,2室1厅,57.26平米,东,精装,34层,2011年建,"13,972元/平",80.0
南岸,六公里,万友七季城C区,2室1厅,77.46平米,北 东北,精装,33层,2012年建,"13,685元/平",106.0
南岸,弹子石,美心江与江南,2室2厅,59.73平米,东南,精装,12层,2017年建,"14,566元/平",87.0
南岸,茶园新区,长桥左岸,2室2厅,68.98平米,南,精装,12层,2014年建,"14,352元/平",99.0
南岸,南坪,协信城,2室1厅,57.27平米,南,精装,32层,2012年建,"16,239元/平",93.0
南岸,六公里,美堤雅城A区,3室2厅,140.16平米,南,精装,17层,2003年建,"10,703元/平",150.0
南岸,四公里,金阳罗马假日,2室1厅,73.08平米,东南,精装,34层,2007年建,"13,410元/平",98.0
南岸,南滨路,阳光100国际新城,3室2厅,106.17平米,南,精装,29层,2007年建,"11,397元/平",121.0
南岸,四公里,骏逸蓝山,2室1厅,80.36平米,东南,精装,32层,2008年建,"14,684元/平",118.0
南岸,南坪,亚太商谷,1室1厅,56.75平米,东南 南,精装,27层,2008年建,"11,278元/平",64.0
南岸,四公里,云天城市星空,2室2厅,84.92平米,西北,精装,28层,2009年建,"11,305元/平",96.0
南岸,南坪,东原锦悦,2室1厅,42.46平米,东南 东,精装,31层,2011年建,"18,277元/平",77.6
南岸,四公里,骏逸蓝山,2室2厅,81.63平米,东南,精装,18层,2007年建,"14,578元/平",119.0
南岸,南坪,洋河南滨花园,1室1厅,46.19平米,南,简装,33层,2007年建,"11,042元/平",51.0
南岸,南坪,天龙城市花园三期,2室2厅,85.47平米,南,简装,低楼层(共33层),2006年建,"10,531元/平",90.0
南岸,茶园新区,翔锦花园,2室2厅,76.01平米,南,精装,11层,2010年建,"9,210元/平",70.0
南岸,四公里,翠堤春晓,2室1厅,79.75平米,东南,简装,23层,2007年建,"11,035元/平",88.0
南岸,南坪,明发尚都国际,3室2厅,97.63平米,南,毛坯,29层,2009年建,"13,521元/平",132.0
南岸,南坪,渝能都市经典,1室1厅,54.43平米,东南,简装,22层,2005年建,"11,575元/平",63.0
南岸,茶园新区,恒大同景国际O组团,3室2厅,74.32平米,东,精装,11层,2012年建,"13,456元/平",100.0
南岸,融侨半岛,融侨半岛香弥山2号,2室1厅,56.6平米,东南,精装,36层,2009年建,"14,488元/平",82.0
南岸,茶园新区,财盛金悦苑,2室2厅,74.13平米,西北,精装,9层,2015年建,"10,253元/平",76.0
南岸,茶园新区,光华安纳溪湖观澜,2室1厅,84.69平米,东南,精装,19层,2017年建,"11,808元/平",100.0
南岸,南坪,东原锦悦,2室1厅,66.86平米,东北,精装,41层,2011年建,"16,453元/平",110.0
南岸,六公里,雅居乐国际花园,3室1厅,98.33平米,西北,毛坯,33层,2013年建,"16,781元/平",165.0
南岸,南坪,上海城（南岸）,3室2厅,112.64平米,南,简装,32层,2008年建,"16,691元/平",188.0
南岸,四公里,巨成龙湾,2室1厅,77.32平米,北,精装,33层,2009年建,"12,740元/平",98.5
南岸,四公里,芭厘芭厘,2室1厅,55.83平米,南,精装,21层,2011年建,"13,792元/平",77.0
南岸,弹子石,东海长洲,2室2厅,43.93平米,南,精装,15层,2008年建,"18,189元/平",79.9
南岸,融侨半岛,龙湖观山水,3室1厅,116.11平米,东,精装,32层,2008年建,"13,005元/平",151.0
南岸,茶园新区,同景国际城香溪迈上,2室1厅,53平米,东南,精装,15层,2014年建,"14,906元/平",79.0
南岸,南坪,和记黄埔御峰,3室2厅,107.78平米,东,毛坯,高楼层(共34层),2017年建,"13,918元/平",150.0
南岸,茶园新区,同景国际城W组团,3室1厅,42.03平米,南,精装,高楼层(共18层),2014年建,"17,321元/平",72.8
南岸,弹子石,东海星洲,3室2厅,66.66平米,东,精装,17层,2009年建,"13,652元/平",91.0
南岸,六公里,万友七季城C区,2室1厅,70.24平米,东,精装,33层,2012年建,"15,092元/平",106.0
南岸,融侨半岛,金辉城江城上,3室2厅,132.9平米,南,毛坯,31层,2017年建,"16,404元/平",218.0
南岸,茶园新区,同景国际城香溪美岸,3室1厅,95.73平米,南,精装,31层,2014年建,"13,580元/平",130.0
南岸,南坪,云满庭B区,3室2厅,126.27平米,北,简装,30层,2006年建,"10,692元/平",135.0
南岸,丹龙路,如恩岁月,2室1厅,59.02平米,西南 西,精装,34层,2014年建,"13,521元/平",79.8
南岸,南滨路,阳光100国际新城,2室2厅,108.25平米,南,精装,34层,2007年建,"16,259元/平",176.0
南岸,南滨路,和记黄埔珊瑚水岸二期,4室1厅,201.38平米,西南,毛坯,39层,2013年建,"15,295元/平",308.0
南岸,七公里,万科金域学府,3室1厅,69.82平米,南,精装,高楼层(共34层),2018年建,"15,540元/平",108.5
南岸,六公里,融侨苹果城,2室2厅,71.91平米,南 北,精装,33层,2008年建,"11,126元/平",80.0
南岸,弹子石,盘龙花园二期,2室1厅,57.54平米,西南,精装,19层,2008年建,"12,687元/平",73.0
南岸,茶园新区,江南小区,3室1厅,133.43平米,东南,精装,8层,2009年建,"8,994元/平",120.0
南岸,茶园新区,同景国际城W组团,2室2厅,50.51平米,东南,精装,低楼层(共18层),2014年建,"14,849元/平",75.0
南岸,南坪,时珍佳苑,3室1厅,132.05平米,西南,简装,21层,2008年建,"7,952元/平",105.0
南岸,茶园新区,融创伊顿濠庭,3室2厅,75.89平米,东南,精装,24层,2014年建,"13,836元/平",105.0
南岸,南坪,海韵楼,3室2厅,117平米,南,简装,34层,2003年建,"9,060元/平",106.0
南岸,四公里,金阳罗马假日,3室1厅,106.53平米,南,精装,33层,2009年建,"12,814元/平",136.5
南岸,弹子石,龙湖郦江,4室2厅,147.7平米,东,毛坯,33层,2010年建,"13,474元/平",199.0
南岸,茶园新区,同景国际城香溪迈上,3室1厅,76.62平米,南,精装,14层,2014年建,"11,668元/平",89.4
南岸,弹子石,东海长洲,3室2厅,44.12平米,南,简装,20层,2008年建,"18,360元/平",81.0
南岸,茶园新区,凤华康城B区,3室1厅,93.18平米,西南,精装,18层,2013年建,"9,445元/平",88.0
南岸,弹子石,东海星洲,3室2厅,65.97平米,东南,精装,18层,2010年建,"14,249元/平",94.0
南岸,弹子石,东海星洲,3室2厅,60.8平米,西北,精装,30层,2008年建,"18,915元/平",115.0
南岸,六公里,万友七季城B区,2室1厅,57平米,东南,精装,34层,2011年建,"14,386元/平",82.0
南岸,南滨路,聚丰江山天下,3室2厅,105.92平米,东,毛坯,33层,2014年建,"13,690元/平",145.0
南岸,茶园新区,金科中央华府,3室2厅,75平米,东南,毛坯,18层,2018年建,"12,800元/平",96.0
南岸,六公里,山千院西苑,1室1厅,51.11平米,东 东南,精装,26层,2012年建,"14,870元/平",76.0
南岸,融侨半岛,金辉城春上南滨,2室1厅,75.02平米,东,精装,33层,2015年建,"17,463元/平",131.0
南岸,南滨路,重庆湾1号,1室0厅,51.58平米,东南,简装,34层,2007年建,"8,143元/平",42.0
南岸,南滨路,和泓南山道二期,2室1厅,80.4平米,东,精装,33层,2011年建,"14,055元/平",113.0
南岸,茶园新区,法蓝西莊邸枫丹里,2室2厅,64.52平米,南,精装,11层,2015年建,"15,112元/平",97.5
南岸,七公里,学府大道69号阳光雅筑,2室1厅,66.32平米,南,简装,12层,2005年建,"12,817元/平",85.0
南岸,茶园新区,凤华康城B区,2室2厅,60.74平米,东南,精装,18层,2015年建,"9,549元/平",58.0
南岸,丹龙路,骏逸第一江岸,2室2厅,61.9平米,西南,简装,18层,2011年建,"13,409元/平",83.0
南岸,南坪,康德国会山,2室1厅,59.97平米,东南,精装,30层,2010年建,"13,841元/平",83.0
南岸,南坪,协信城,2室1厅,73.05平米,西南,精装,32层,2012年建,"16,154元/平",118.0
南岸,南坪,古楼三村,2室1厅,67.82平米,南,简装,7层,1999年建,"6,931元/平",47.0
南岸,南坪,洋河南滨花园,2室2厅,76.71平米,西南,简装,33层,2008年建,"12,515元/平",96.0
南岸,丹龙路,芸峰天梭派,2室1厅,52.52平米,东南,精装,34层,2011年建,"14,662元/平",77.0
南岸,七公里,万科金域学府,2室2厅,64.36平米,东,精装,中楼层(共34层),2018年建,"16,004元/平",103.0
南岸,南坪,和记黄埔御峰,3室2厅,107平米,东,精装,高楼层(共34层),2017年建,"16,262元/平",174.0
南岸,南坪,东原锦悦,2室1厅,43.67平米,东南,精装,38层,2011年建,"18,778元/平",82.0
南岸,南滨路,浦辉海棠晓月A区,4室1厅,166.25平米,南,简装,28层,2003年建,"9,324元/平",155.0
南岸,四公里,华城国际,2室1厅,76.71平米,东南,精装,33层,2011年建,"11,798元/平",90.5
南岸,丹龙路,新起点,2室2厅,65.96平米,东南,精装,29层,2013年建,"13,948元/平",92.0
南岸,六公里,美堤雅城B区,2室2厅,89.17平米,东,精装,17层,2005年建,"10,374元/平",92.5
南岸,弹子石,国际社区观园一期,3室2厅,112平米,东北,精装,33层,2010年建,"14,911元/平",167.0
巴南,鱼洞,浩立半岛康城,3室2厅,117平米,东南,精装,低楼层(共18层),2010年建,"7,778元/平",91.0
巴南,龙洲湾,中交锦悦,3室2厅,111.96平米,东南,毛坯,低楼层(共17层),2016年建,"12,773元/平",143.0
巴南,龙洲湾,巴南府邸,3室1厅,122.04平米,南,毛坯,低楼层(共33层),2017年建,"7,687元/平",93.8
巴南,李家沱,东海定南山,4室2厅,280平米,南 北,毛坯,3层,2015年建,"9,572元/平",268.0
巴南,李家沱,珠江城,3室2厅,86.71平米,西,精装,高楼层(共27层),2016年建,"12,571元/平",109.0
巴南,李家沱,宗申动力城一期,4室2厅,129.33平米,南,精装,高楼层(共32层),2011年建,"8,661元/平",112.0
巴南,李家沱,申烨太阳城三期,3室2厅,78.96平米,东北,精装,低楼层(共31层),2017年建,"11,120元/平",87.8
巴南,李家沱,聚福里,3室2厅,97.02平米,东南,精装,中楼层(共23层),2013年建,"9,998元/平",97.0
巴南,龙洲湾,协信星澜汇三期,4室2厅,118.21平米,东,毛坯,低楼层(共8层),2018年建,"12,098元/平",143.0
